,button,event_type,target,time,x,y,step,turkId
1907,1,mouseup,alloc-slider-5,634043.045,549,999,3,0
1908,1,mouseup,alloc-slider-5,634043.045,549,999,4,0
1909,1,mouseup,alloc-slider-5,634043.045,549,999,5,0
1910,1,click,alloc-slider-5,634043.045,549,999,1,0
1911,1,click,alloc-slider-5,634043.045,549,999,2,0
1912,1,click,alloc-slider-5,634043.045,549,999,3,0
1913,1,click,alloc-slider-5,634043.045,549,999,4,0
1914,1,click,alloc-slider-5,634043.045,549,999,5,0
1915,1,mousedown,alloc-slider-2,636116.685,526,886,1,0
1916,1,mousedown,alloc-slider-2,636116.685,526,886,1,0
1917,1,mousedown,alloc-slider-2,636116.685,526,886,1,0
1918,1,mousedown,alloc-slider-2,636116.685,526,886,1,0
1919,1,mousedown,alloc-slider-2,636116.685,526,886,1,0
1920,1,mousedirchange,alloc-slider-2,636308.685,527,886,1,0
1921,1,mousedirchange,alloc-slider-2,636324.54,528,887,1,0
1922,1,mousedirchange,alloc-slider-2,636324.54,528,887,1,0
1923,1,mousedirchange,alloc-slider-2,636332.56,529,887,1,0
1924,1,mousedirchange,alloc-slider-2,636332.56,529,887,1,0
1925,1,mousedirchange,alloc-slider-2,636348.3950000001,530,888,1,0
1926,1,mousedirchange,alloc-slider-2,636372.6200000001,531,888,1,0
1927,1,mousedirchange,alloc-slider-2,636372.6200000001,531,888,1,0
1928,1,mousedirchange,alloc-slider-2,636390.12,531,889,1,0
1929,1,mousedirchange,alloc-slider-2,636390.12,531,889,1,0
1930,1,mousedirchange,alloc-slider-2,636406.5900000001,532,889,1,0
1931,1,mouseup,alloc-slider-2,637634.905,532,889,1,0
1932,1,mouseup,alloc-slider-2,637634.905,532,889,2,0
1933,1,mouseup,alloc-slider-2,637634.905,532,889,3,0
1934,1,mouseup,alloc-slider-2,637634.905,532,889,4,0
1935,1,mouseup,alloc-slider-2,637634.905,532,889,5,0
1936,1,click,alloc-slider-2,637634.905,532,889,1,0
1937,1,click,alloc-slider-2,637634.905,532,889,2,0
1938,1,click,alloc-slider-2,637634.905,532,889,3,0
1939,1,click,alloc-slider-2,637634.905,532,889,4,0
1940,1,click,alloc-slider-2,637634.905,532,889,5,0
1941,1,mousedown,alloc-slider-3,638084.78,523,929,1,0
1942,1,mousedown,alloc-slider-3,638084.78,523,929,1,0
1943,1,mousedown,alloc-slider-3,638084.78,523,929,1,0
1944,1,mousedown,alloc-slider-3,638084.78,523,929,1,0
1945,1,mousedown,alloc-slider-3,638084.78,523,929,1,0
1946,1,mousedirchange,alloc-slider-3,638180.56,523,930,1,0
1947,1,mousedirchange,alloc-slider-3,638196.4650000001,524,930,1,0
1948,1,mousedirchange,alloc-slider-3,638196.4650000001,524,930,1,0
1949,1,mousedirchange,alloc-slider-3,638212.48,525,930,1,0
1950,1,mousedirchange,alloc-slider-3,638212.48,525,930,1,0
1951,1,mousedirchange,alloc-slider-3,638220.5200000001,525,931,1,0
1952,1,mousedirchange,alloc-slider-3,638232.42,526,931,1,0
1953,1,mousedirchange,alloc-slider-3,638232.42,526,931,1,0
1954,1,mousedirchange,alloc-slider-3,638254.2800000001,528,932,1,0
1955,1,mousedirchange,alloc-slider-3,638254.2800000001,528,932,1,0
1956,1,mousedirchange,alloc-slider-3,638260.51,529,933,1,0
1957,1,mousedirchange,alloc-slider-3,638278.265,532,934,1,0
1958,1,mousedirchange,alloc-slider-3,638278.265,532,934,1,0
1959,1,mousedirchange,alloc-slider-3,638294.5400000002,534,936,1,0
1960,1,mousedirchange,alloc-slider-3,638294.5400000002,534,936,1,0
1961,1,mousedirchange,alloc-slider-3,638310.4900000001,536,936,1,0
1962,1,mousedirchange,alloc-slider-3,638318.28,537,936,1,0
1963,1,mousedirchange,alloc-slider-3,638318.28,537,936,1,0
1964,1,mousedirchange,alloc-slider-3,638342.625,539,937,1,0
1965,1,mousedirchange,alloc-slider-3,638342.625,539,937,1,0
1966,1,mousedirchange,alloc-slider-3,638358.2650000001,540,937,1,0
1967,1,mousedirchange,alloc-slider-3,638366.555,540,938,1,0
1968,1,mousedirchange,alloc-slider-3,638366.555,540,938,1,0
